class,file,num_vars,num_constraints,density,coeff_range,coeff_min,coeff_max,obj_value,optimal,file_available,problem_size
network,network10.lp,901,1010,0.004648301,1000001,-1000000,1,210800,yes,yes,953.9444428
network,network11.lp,1211,1342,0.003519649,1000001,-1000000,1,238334,no,yes,1274.818418
network,network12.lp,1585,1740,0.002728163,1000001,-1000000,1,276474,no,yes,1660.692627
network,network13.lp,2029,2210,0.002156959,1000001,-1000000,1,304116,no,yes,2117.567
network,network14.lp,2549,2758,0.001734531,1000001,-1000000,1,350173,no,yes,2651.441495
network,network15.lp,3151,3390,0.00141548,1000001,-1000000,1,383000,no,yes,3268.31608
network,network16.lp,3841,4112,0.00117005,1000001,-1000000,1,409067,no,yes,3974.190735
network,network17.lp,4625,4930,0.000978192,1000001,-1000000,1,460182,no,yes,4775.065445
network,network18.lp,5509,5850,0.000826061,1000001,-1000000,1,481950,no,yes,5676.940197
network,network19.lp,6499,6878,0.000703891,1000001,-1000000,1,514625,no,yes,6685.814984
network,network20.lp,7601,8020,0.000604659,1000001,-1000000,1,548536,no,yes,7807.689799
network,network21.lp,8821,9282,0.000523227,1000001,-1000000,1,593000,no,yes,9048.564638
network,network22.lp,10165,10670,0.000455779,1000001,-1000000,1,647594,no,yes,10414.4395
network,network23.lp,11639,12190,0.000399438,1000001,-1000000,1,686453,no,yes,11911.31437
network,network24.lp,13249,13848,0.00035201,1000001,-1000000,1,663688,no,yes,13545.18926
portfolio,bqp_a010_t10_l0_b004.lp,711,21,0.006681664,327.5,-263.5,64,-231098,yes,yes,122.1924711
portfolio,bqp_a010_t10_l0.000001_b004.lp,711,21,0.064936373,327.5,-263.5,64,-227454,yes,yes,122.1924711
portfolio,bqp_a010_t10_l0.00001_b004.lp,711,21,0.074013139,903,-451.5,451.5,-204766,yes,yes,122.1924711
portfolio,bqp_a010_t10_l0.00005_b004.lp,711,21,0.074953273,4515,-2257.5,2257.5,-169114,no,yes,122.1924711
portfolio,bqp_a010_t10_l0.0001_b004.lp,711,21,0.074953273,9031,-4515.5,4515.5,-142802,no,yes,122.1924711
portfolio,bqp_a010_t10_l0.0005_b004.lp,711,21,0.074953273,45155,-22577.5,22577.5,-59931,no,yes,122.1924711
portfolio,bqp_a010_t10_l0.001_b004.lp,711,21,0.074953273,90310,-45155,45155,-30172,no,yes,122.1924711
portfolio,bqp_a010_t10_l0.01_b004.lp,711,21,0.074953273,903107,-451553.5,451553.5,-1000,no,yes,122.1924711
portfolio,bqp_a010_t15_l0_b004.lp,3111,21,0.001734798,287.5,-223.5,64,-305192,yes,yes,255.5992958
portfolio,bqp_a010_t15_l0.000001_b004.lp,3111,21,0.051283854,287.5,-223.5,64,-297940,yes,yes,255.5992958
portfolio,bqp_a010_t15_l0.00001_b004.lp,3111,21,0.089845654,652,-326,326,-260488,no,yes,255.5992958
portfolio,bqp_a010_t15_l0.00005_b004.lp,3111,21,0.093052309,3260,-1630,1630,-209364,no,yes,255.5992958
portfolio,bqp_a010_t15_l0.0001_b004.lp,3111,21,0.093353162,6521,-3260.5,3260.5,-174416,no,yes,255.5992958
portfolio,bqp_a010_t15_l0.0005_b004.lp,3111,21,0.093690705,32608,-16304,16304,-71710.5,no,yes,255.5992958
portfolio,bqp_a010_t15_l0.001_b004.lp,3111,21,0.093727394,65217,-32608.5,32608.5,-34937,no,yes,255.5992958
portfolio,bqp_a010_t15_l0.01_b004.lp,3111,21,0.093764083,652177,-326088.5,326088.5,-1500,no,yes,255.5992958
portfolio,bqp_a050_t10_l0_b020.lp,713,23,0.040541904,90310772,-45155386,45155386,-517638,yes,yes,128.0585803
portfolio,bqp_a050_t10_l0.000001_b020.lp,713,23,0.040541904,90310772,-45155386,45155386,-513302,yes,yes,128.0585803
portfolio,bqp_a050_t10_l0.00001_b020.lp,713,23,0.040541904,90310772,-45155386,45155386,-484398,no,yes,128.0585803
portfolio,bqp_a050_t10_l0.00005_b020.lp,713,23,0.040541904,90310772,-45155386,45155386,-408972,no,yes,128.0585803
portfolio,bqp_a050_t10_l0.0001_b020.lp,713,23,0.040541904,90310772,-45155386,45155386,-355462,no,yes,128.0585803
portfolio,bqp_a050_t10_l0.0005_b020.lp,713,23,0.040541904,90310772,-45155386,45155386,-234758,no,yes,128.0585803
portfolio,bqp_a050_t10_l0.001_b020.lp,713,23,0.040541904,90310772,-45155386,45155386,-190674,no,yes,128.0585803
portfolio,bqp_a050_t10_l0.01_b020.lp,713,23,0.040541904,90310772,-45155386,45155386,-37888,no,yes,128.0585803
portfolio,bqp_a050_t15_l0_b020.lp,3113,23,0.047709273,65217762,-32608881,32608881,-879436,yes,yes,267.5798946
portfolio,bqp_a050_t15_l0.000001_b020.lp,3113,23,0.047709273,85550632,-42775316,42775316,-872022,yes,yes,267.5798946
portfolio,bqp_a050_t15_l0.00001_b020.lp,3113,23,0.047709273,85550632,-42775316,42775316,-819907,no,yes,267.5798946
portfolio,bqp_a050_t15_l0.00005_b020.lp,3113,23,0.047709273,85550632,-42775316,42775316,-680146,no,yes,267.5798946
portfolio,bqp_a050_t15_l0.0001_b020.lp,3113,23,0.047709273,85550632,-42775316,42775316,-586716,no,yes,267.5798946
portfolio,bqp_a050_t15_l0.0005_b020.lp,3113,23,0.047709273,85550632,-42775316,42775316,-386358,no,yes,267.5798946
portfolio,bqp_a050_t15_l0.001_b020.lp,3113,23,0.047709273,85550632,-42775316,42775316,-311654,no,yes,267.5798946
portfolio,bqp_a050_t15_l0.01_b020.lp,3113,23,0.047709273,85550632,-42775316,42775316,-71878.5,no,yes,267.5798946
routing,XSH-n20-k4-01.lp,441,483,0.011558523,332,-331,1,646,yes,yes,461.5224805
routing,XSH-n20-k4-02.lp,441,483,0.011558523,289,-288,1,650,yes,yes,461.5224805
routing,XSH-n20-k4-03.lp,441,483,0.011558523,380,-379,1,508,yes,yes,461.5224805
routing,XSH-n20-k4-04.lp,441,483,0.011558523,400,-399,1,776,yes,yes,461.5224805
routing,XSH-n20-k4-05.lp,441,483,0.011558523,368,-367,1,702,yes,yes,461.5224805
routing,XSH-n20-k4-06.lp,441,483,0.011558523,293,-292,1,690,yes,yes,461.5224805
routing,XSH-n20-k4-07.lp,441,483,0.011558523,310,-309,1,730,yes,yes,461.5224805
routing,XSH-n20-k4-08.lp,441,483,0.011558523,278,-277,1,718,yes,yes,461.5224805
routing,XSH-n20-k4-09.lp,441,483,0.011558523,278,-277,1,707,yes,yes,461.5224805
routing,XSH-n20-k4-10.lp,441,483,0.011558523,338,-337,1,737,yes,yes,461.5224805
routing,XSH-n20-k4-11.lp,441,483,0.011558523,351,-350,1,914,yes,yes,461.5224805
routing,XSH-n20-k4-12.lp,441,483,0.011558523,345,-344,1,709,yes,yes,461.5224805
routing,XSH-n20-k4-13.lp,441,483,0.011558523,290,-289,1,628,yes,yes,461.5224805
routing,XSH-n20-k4-14.lp,441,483,0.011558523,368,-367,1,696,yes,yes,461.5224805
routing,XSH-n20-k4-15.lp,441,483,0.011558523,357,-356,1,780,yes,yes,461.5224805
routing,XSH-n20-k4-16.lp,441,483,0.011558523,326,-325,1,830,yes,yes,461.5224805
routing,XSH-n20-k4-17.lp,441,483,0.011558523,340,-339,1,605,yes,yes,461.5224805
routing,XSH-n20-k4-18.lp,441,483,0.011558523,354,-353,1,997,yes,yes,461.5224805
routing,XSH-n20-k4-19.lp,441,483,0.011558523,365,-364,1,976,yes,yes,461.5224805
routing,XSH-n20-k4-20.lp,441,483,0.011558523,373,-372,1,648,yes,yes,461.5224805
routing,XSH-n20-k4-21.lp,441,483,0.011558523,371,-370,1,842,yes,yes,461.5224805
routing,XSH-n20-k4-22.lp,441,483,0.011558523,351,-350,1,760,yes,yes,461.5224805
routing,XSH-n20-k4-23.lp,441,483,0.011558523,358,-357,1,851,yes,yes,461.5224805
routing,XSH-n20-k4-24.lp,441,483,0.011558523,304,-303,1,725,yes,yes,461.5224805
routing,XSH-n20-k4-25.lp,441,483,0.011558523,333,-332,1,462,yes,yes,461.5224805
routing,XSH-n20-k4-26.lp,441,483,0.011558523,399,-398,1,688,yes,yes,461.5224805
routing,XSH-n20-k4-27.lp,441,483,0.011558523,338,-337,1,540,yes,yes,461.5224805
routing,XSH-n20-k4-28.lp,441,483,0.011558523,305,-304,1,669,yes,yes,461.5224805
routing,XSH-n20-k4-29.lp,441,483,0.011558523,318,-317,1,658,yes,yes,461.5224805
routing,XSH-n20-k4-30.lp,441,483,0.011558523,359,-358,1,685,yes,yes,461.5224805
routing,XSH-n20-k4-31.lp,441,483,0.011558523,357,-356,1,445,yes,yes,461.5224805
routing,XSH-n20-k4-32.lp,441,483,0.011558523,297,-296,1,882,yes,yes,461.5224805
routing,XSH-n20-k4-33.lp,441,483,0.011558523,353,-352,1,568,yes,yes,461.5224805
routing,XSH-n20-k4-34.lp,441,483,0.011558523,359,-358,1,891,yes,yes,461.5224805
routing,XSH-n20-k4-35.lp,441,483,0.011558523,380,-379,1,707,yes,yes,461.5224805
routing,XSH-n20-k4-36.lp,441,483,0.011558523,322,-321,1,610,yes,yes,461.5224805
routing,XSH-n20-k4-37.lp,441,483,0.011558523,338,-337,1,650,yes,yes,461.5224805
routing,XSH-n20-k4-38.lp,441,483,0.011558523,322,-321,1,991,yes,yes,461.5224805
routing,XSH-n20-k4-39.lp,441,483,0.011558523,334,-333,1,717,yes,yes,461.5224805
routing,XSH-n20-k4-40.lp,441,483,0.011558523,335,-334,1,700,yes,yes,461.5224805
routing,XSH-n20-k4-41.lp,441,483,0.011558523,344,-343,1,736,yes,yes,461.5224805
routing,XSH-n20-k4-42.lp,441,483,0.011558523,331,-330,1,998,yes,yes,461.5224805
routing,XSH-n20-k4-43.lp,441,483,0.011558523,341,-340,1,465,yes,yes,461.5224805
routing,XSH-n20-k4-44.lp,441,483,0.011558523,334,-333,1,973,yes,yes,461.5224805
routing,XSH-n20-k4-45.lp,441,483,0.011558523,377,-376,1,1071,yes,yes,461.5224805
routing,XSH-n20-k4-46.lp,441,483,0.011558523,312,-311,1,812,yes,yes,461.5224805
routing,XSH-n20-k4-47.lp,441,483,0.011558523,363,-362,1,583,yes,yes,461.5224805
routing,XSH-n20-k4-48.lp,441,483,0.011558523,316,-315,1,544,yes,yes,461.5224805
routing,XSH-n20-k4-49.lp,441,483,0.011558523,326,-325,1,1045,yes,yes,461.5224805
routing,XSH-n20-k4-50.lp,441,483,0.011558523,344,-343,1,627,yes,yes,461.5224805
routing,XSH-n20-k4-51.lp,441,483,0.011558523,323,-322,1,491,yes,yes,461.5224805
routing,XSH-n20-k4-52.lp,441,483,0.011558523,304,-303,1,622,yes,yes,461.5224805
routing,XSH-n20-k4-53.lp,441,483,0.011558523,379,-378,1,967,yes,yes,461.5224805
routing,XSH-n20-k4-54.lp,441,483,0.011558523,299,-298,1,791,yes,yes,461.5224805
routing,XSH-n20-k4-55.lp,441,483,0.011558523,384,-383,1,617,yes,yes,461.5224805
sports,Addition_000_Medium.lp,3408,1162,0.008372019,2,-1,1,feasible,yes,yes,1989.998995
sports,Addition_000_NoSoft.lp,15920,3020,0.002775883,2,-1,1,feasible,no,yes,6933.858954
sports,Addition_000_Small.lp,992,587,0.027009947,2,-1,1,feasible,yes,yes,763.0884615
sports,Addition_003_Medium.lp,3408,1358,0.00877516,2,-1,1,feasible,yes,yes,2151.293564
sports,Addition_003_NoSoft.lp,8128,2376,0.004679029,2,-1,1,feasible,no,yes,4394.556633
sports,Addition_003_Small.lp,992,642,0.026492312,2,-1,1,feasible,yes,yes,798.0375931
sports,Addition_005_Medium.lp,3408,1606,0.009001054,2,-1,1,feasible,yes,yes,2339.497382
sports,Addition_005_NoSoft.lp,11592,3584,0.003755452,2,-1,1,feasible,no,yes,6445.597567
sports,Addition_005_Small.lp,992,744,0.025991534,2,-1,1,feasible,yes,yes,859.0972006
sports,Addition_007_Medium.lp,3408,1711,0.008806761,2,-1,1,feasible,yes,yes,2414.764585
sports,Addition_007_NoSoft.lp,8128,2937,0.004743645,2,-1,1,feasible,no,yes,4885.891526
sports,Addition_007_Small.lp,992,851,0.022632292,2,-1,1,feasible,yes,yes,918.7992164
sports,Addition_015_Medium.lp,3408,1636,0.008729998,2,-1,1,feasible,yes,yes,2361.247128
sports,Addition_015_NoSoft.lp,8128,2859,0.004744351,2,-1,1,feasible,no,yes,4820.575899
sports,Addition_015_Small.lp,992,778,0.022586865,2,-1,1,feasible,yes,yes,878.5078258
sports,Addition_016_Medium.lp,3408,1609,0.008942692,2,-1,1,feasible,yes,yes,2341.681447
sports,Addition_016_NoSoft.lp,15920,4433,0.003029911,2,-1,1,feasible,no,yes,8400.7952
sports,Addition_016_Small.lp,992,753,0.024182839,2,-1,1,feasible,yes,yes,864.2777331
sports,Addition_018_Medium.lp,3408,1711,0.008827169,2,-1,1,feasible,yes,yes,2414.764585
sports,Addition_018_NoSoft.lp,15920,4531,0.003009225,2,-1,1,feasible,no,yes,8493.145471
sports,Addition_018_Small.lp,992,851,0.024603408,2,-1,1,feasible,yes,yes,918.7992164
sports,Addition_020_Medium.lp,3408,1710,0.008997405,2,-1,1,feasible,yes,yes,2414.058823
sports,Addition_020_NoSoft.lp,8128,2937,0.004712437,2,-1,1,feasible,no,yes,4885.891526
sports,Addition_020_Small.lp,992,851,0.023762367,2,-1,1,feasible,yes,yes,918.7992164
sports,Addition_024_Medium.lp,3408,1154,0.008225116,2,-1,1,feasible,no,yes,1983.136909
sports,Addition_024_NoSoft.lp,11592,2459,0.003430554,2,-1,1,feasible,no,yes,5338.981925
sports,Addition_024_Small.lp,992,584,0.024618178,2,-1,1,feasible,yes,yes,761.1359931
sports,Addition_025_Medium.lp,3408,1125,0.008470005,2,-1,1,feasible,no,yes,1958.060265
sports,Addition_025_NoSoft.lp,8128,1935,0.004522854,2,-1,1,feasible,no,yes,3965.813914
sports,Addition_025_Small.lp,992,553,0.024842501,2,-1,1,feasible,yes,yes,740.6591659
sports,Addition_027_Medium.lp,3408,1372,0.008709356,2,-1,1,feasible,no,yes,2162.354273
sports,Addition_027_NoSoft.lp,11592,3017,0.003633139,2,-1,1,feasible,no,yes,5913.802837
sports,Addition_027_Small.lp,992,661,0.02564998,2,-1,1,feasible,yes,yes,809.7604584
sports,Addition_028_Medium.lp,3408,1661,0.008724735,2,-1,1,feasible,yes,yes,2379.22004
sports,Addition_028_NoSoft.lp,15920,4485,0.003011224,2,-1,1,feasible,no,yes,8449.923077
sports,Addition_028_Small.lp,992,802,0.023450698,2,-1,1,feasible,yes,yes,891.9551558
sports,Addition_029_Medium.lp,3408,1655,0.008579954,2,-1,1,feasible,yes,yes,2374.918946
sports,Addition_029_NoSoft.lp,15920,4478,0.00301248,2,-1,1,feasible,no,yes,8443.326359
sports,Addition_029_Small.lp,992,798,0.022320165,2,-1,1,feasible,yes,yes,889.7280483
sports,Addition_030_Medium.lp,3408,1689,0.008975677,2,-1,1,feasible,yes,yes,2399.189863
sports,Addition_030_NoSoft.lp,11592,3667,0.003710419,2,-1,1,feasible,no,yes,6519.805519
sports,Addition_030_Small.lp,992,831,0.023897558,2,-1,1,feasible,yes,yes,907.9383239
sports,Addition_032_Medium.lp,3408,1711,0.008586562,2,-1,1,feasible,yes,yes,2414.764585
sports,Addition_032_NoSoft.lp,8128,2937,0.004749384,2,-1,1,feasible,no,yes,4885.891526
sports,Addition_032_Small.lp,992,854,0.022826641,2,-1,1,feasible,yes,yes,920.4172967
sports,Addition_034_Medium.lp,3408,1712,0.008685412,2,-1,1,feasible,yes,yes,2415.470141
sports,Addition_034_NoSoft.lp,11592,3689,0.003710273,2,-1,1,feasible,no,yes,6539.333911
sports,Addition_034_Small.lp,992,854,0.024380052,2,-1,1,feasible,yes,yes,920.4172967
sports,Addition_035_Medium.lp,3408,1712,0.008604171,2,-1,1,feasible,yes,yes,2415.470141
sports,Addition_035_NoSoft.lp,8128,2937,0.004745614,2,-1,1,feasible,no,yes,4885.891526
sports,Addition_035_Small.lp,992,851,0.022667829,2,-1,1,feasible,yes,yes,918.7992164
sports,Addition_043_Medium.lp,3408,1615,0.008683447,2,-1,1,feasible,yes,yes,2346.043478
sports,Addition_043_NoSoft.lp,8128,2846,0.00474631,2,-1,1,feasible,no,yes,4809.603726
sports,Addition_043_Small.lp,992,757,0.022723399,2,-1,1,feasible,yes,yes,866.570251
sports,Addition_044_Medium.lp,3408,1693,0.008450808,2,-1,1,feasible,yes,yes,2402.029142
sports,Addition_044_NoSoft.lp,8128,2917,0.004720242,2,-1,1,feasible,no,yes,4869.227454
sports,Addition_044_Small.lp,992,833,0.022689318,2,-1,1,feasible,yes,yes,909.0302525
sports,Addition_046_Medium.lp,3408,1592,0.008868064,2,-1,1,feasible,yes,yes,2329.278
sports,Addition_046_NoSoft.lp,8128,2818,0.004791592,2,-1,1,feasible,no,yes,4785.885916
sports,Addition_046_Small.lp,992,734,0.024232003,2,-1,1,feasible,yes,yes,853.3041662
sports,Addition_047_Medium.lp,3408,1586,0.008887552,2,-1,1,feasible,yes,yes,2324.884513
sports,Addition_047_NoSoft.lp,11592,3563,0.003785649,2,-1,1,feasible,no,yes,6426.686238
sports,Addition_047_Small.lp,992,728,0.025017447,2,-1,1,feasible,yes,yes,849.8093904
sports,Addition_048_Medium.lp,3408,1712,0.008722947,2,-1,1,feasible,no,yes,2415.470141
sports,Addition_048_NoSoft.lp,8128,2938,0.004695255,2,-1,1,feasible,no,yes,4886.723238
sports,Addition_048_Small.lp,992,854,0.024447335,2,-1,1,feasible,yes,yes,920.4172967
sports,Addition_050_Medium.lp,3408,1712,0.008837096,2,-1,1,feasible,yes,yes,2415.470141
sports,Addition_050_NoSoft.lp,15920,4532,0.003009545,2,-1,1,feasible,no,yes,8494.082646
sports,Addition_050_Small.lp,992,852,0.023018656,2,-1,1,feasible,yes,yes,919.3388929
sports,Addition_052_Medium.lp,3408,1710,0.008835248,2,-1,1,feasible,yes,yes,2414.058823
sports,Addition_052_NoSoft.lp,8128,2938,0.004700616,2,-1,1,feasible,no,yes,4886.723238
sports,Addition_052_Small.lp,992,852,0.023399638,2,-1,1,feasible,yes,yes,919.3388929
sports,Addition_064_Medium.lp,3408,1586,0.008825758,2,-1,1,feasible,yes,yes,2324.884513
sports,Addition_064_NoSoft.lp,11592,3563,0.003784366,2,-1,1,feasible,no,yes,6426.686238
sports,Addition_064_Small.lp,992,726,0.027096941,2,-1,1,feasible,yes,yes,848.641267
sports,Addition_066_Medium.lp,3408,1731,0.008601096,2,-1,1,feasible,yes,yes,2428.836759
sports,Addition_066_NoSoft.lp,11592,3706,0.003680963,2,-1,1,feasible,no,yes,6554.384182
sports,Addition_066_Small.lp,992,871,0.022074414,2,-1,1,feasible,yes,yes,929.5332162
sports,Addition_067_Medium.lp,3408,1670,0.00863414,2,-1,1,feasible,yes,yes,2385.657142
sports,Addition_067_NoSoft.lp,11592,3646,0.003760207,2,-1,1,feasible,no,yes,6501.110059
sports,Addition_067_Small.lp,992,812,0.023986225,2,-1,1,feasible,yes,yes,897.4987465
sports,Addition_068_Medium.lp,3408,1710,0.008799728,2,-1,1,feasible,yes,yes,2414.058823
sports,Addition_068_NoSoft.lp,11592,3689,0.003741328,2,-1,1,feasible,no,yes,6539.333911
sports,Addition_068_Small.lp,992,851,0.0226394,2,-1,1,feasible,yes,yes,918.7992164
sports,Addition_069_Medium.lp,3408,1710,0.008695742,2,-1,1,feasible,yes,yes,2414.058823
sports,Addition_069_NoSoft.lp,8128,2936,0.004685631,2,-1,1,feasible,no,yes,4885.059672
sports,Addition_069_Small.lp,992,853,0.023822467,2,-1,1,feasible,yes,yes,919.8782528
sports,Addition_070_Medium.lp,3408,1712,0.008741286,2,-1,1,feasible,yes,yes,2415.470141
sports,Addition_070_NoSoft.lp,8128,2938,0.004691193,2,-1,1,feasible,no,yes,4886.723238
sports,Addition_070_Small.lp,992,853,0.02319612,2,-1,1,feasible,yes,yes,919.8782528
sports,Addition_082_Medium.lp,3408,1563,0.009005381,2,-1,1,feasible,yes,yes,2307.965338
sports,Addition_082_NoSoft.lp,11592,3540,0.003812317,2,-1,1,feasible,no,yes,6405.909771
sports,Addition_082_Small.lp,992,705,0.027852608,2,-1,1,feasible,yes,yes,836.2774659
sports,Addition_083_Medium.lp,3408,1629,0.008709331,2,-1,1,feasible,yes,yes,2356.190145
sports,Addition_083_NoSoft.lp,11592,3604,0.003746436,2,-1,1,feasible,no,yes,6463.556916
sports,Addition_083_Small.lp,992,770,0.02330331,2,-1,1,feasible,yes,yes,873.9794048
sports,Addition_085_Medium.lp,3408,1627,0.008849888,2,-1,1,feasible,yes,yes,2354.743298
sports,Addition_085_NoSoft.lp,8128,2853,0.00481785,2,-1,1,feasible,no,yes,4815.514926
sports,Addition_085_Small.lp,992,768,0.025424752,2,-1,1,feasible,yes,yes,872.8436286
sports,Addition_090_Medium.lp,3408,1668,0.00892543,2,-1,1,feasible,yes,yes,2384.228177
sports,Addition_090_NoSoft.lp,15920,4488,0.003044495,2,-1,1,feasible,no,yes,8452.748665
sports,Addition_090_Small.lp,992,810,0.023743031,2,-1,1,feasible,yes,yes,896.3927711
sports,Addition_100_Medium.lp,3408,1388,0.008582535,2,-1,1,feasible,yes,yes,2174.926206
sports,Addition_100_NoSoft.lp,11592,3033,0.00363101,2,-1,1,feasible,no,yes,5929.463382
sports,Addition_100_Small.lp,992,679,0.023884745,2,-1,1,feasible,yes,yes,820.7118861
sports,Addition_104_Medium.lp,3408,1457,0.00876415,2,-1,1,feasible,yes,yes,2228.330317
sports,Addition_104_NoSoft.lp,8128,2477,0.004605113,2,-1,1,feasible,no,yes,4486.987408
sports,Addition_104_Small.lp,992,745,0.025018943,2,-1,1,feasible,yes,yes,859.674357
sports,Addition_105_Medium.lp,3408,1640,0.008460366,2,-1,1,feasible,no,yes,2364.131976
sports,Addition_105_NoSoft.lp,8128,2866,0.004681378,2,-1,1,feasible,no,yes,4826.473661
sports,Addition_105_Small.lp,992,781,0.020673712,2,-1,1,feasible,yes,yes,880.1999773
sports,Addition_107_Medium.lp,3408,1669,0.008426759,2,-1,1,feasible,yes,yes,2384.942767
sports,Addition_107_NoSoft.lp,8128,2896,0.004719634,2,-1,1,feasible,no,yes,4851.668579
sports,Addition_107_Small.lp,992,812,0.0226889,2,-1,1,feasible,yes,yes,897.4987465
sports,Addition_109_Medium.lp,3408,1668,0.008748635,2,-1,1,feasible,yes,yes,2384.228177
sports,Addition_109_NoSoft.lp,8128,2894,0.004758734,2,-1,1,feasible,no,yes,4849.99299
sports,Addition_109_Small.lp,992,810,0.023364695,2,-1,1,feasible,yes,yes,896.3927711
sports,Addition_110_Medium.lp,3408,1668,0.008970113,2,-1,1,feasible,yes,yes,2384.228177
sports,Addition_110_NoSoft.lp,8128,2894,0.004797038,2,-1,1,feasible,no,yes,4849.99299
sports,Addition_110_Small.lp,992,810,0.023877439,2,-1,1,feasible,yes,yes,896.3927711
sports,Addition_111_Medium.lp,3408,1712,0.00865936,2,-1,1,feasible,yes,yes,2415.470141
sports,Addition_111_NoSoft.lp,15920,4532,0.003020065,2,-1,1,feasible,no,yes,8494.082646
sports,Addition_111_Small.lp,992,853,0.022994034,2,-1,1,feasible,yes,yes,919.8782528
sports,Addition_128_Medium.lp,3408,1704,0.008652659,2,-1,1,feasible,no,yes,2409.81991
sports,Addition_128_NoSoft.lp,8128,2930,0.004727517,2,-1,1,feasible,no,yes,4880.065573
sports,Addition_128_Small.lp,992,845,0.024628985,2,-1,1,feasible,yes,yes,915.5544768
sports,Addition_129_Medium.lp,3408,1711,0.008734905,2,-1,1,feasible,yes,yes,2414.764585
sports,Addition_129_NoSoft.lp,8128,2937,0.004731623,2,-1,1,feasible,no,yes,4885.891526
sports,Addition_129_Small.lp,992,852,0.024260989,2,-1,1,feasible,yes,yes,919.3388929
sports,Addition_130_Medium.lp,3408,1668,0.009052441,2,-1,1,feasible,yes,yes,2384.228177
sports,Addition_130_NoSoft.lp,15920,4488,0.00303474,2,-1,1,feasible,no,yes,8452.748665
sports,Addition_130_Small.lp,992,810,0.023078455,2,-1,1,feasible,yes,yes,896.3927711
sports,Addition_132_Medium.lp,3408,1712,0.008778136,2,-1,1,feasible,yes,yes,2415.470141
sports,Addition_132_NoSoft.lp,8128,2938,0.004696637,2,-1,1,feasible,no,yes,4886.723238
sports,Addition_132_Small.lp,992,852,0.024201831,2,-1,1,feasible,yes,yes,919.3388929
sports,Addition_133_Medium.lp,3408,1711,0.008801445,2,-1,1,feasible,yes,yes,2414.764585
sports,Addition_133_NoSoft.lp,11592,3688,0.003729922,2,-1,1,feasible,no,yes,6538.447522
sports,Addition_133_Small.lp,992,852,0.02360906,2,-1,1,feasible,yes,yes,919.3388929
sports,Addition_152_Medium.lp,3408,1668,0.008982251,2,-1,1,feasible,yes,yes,2384.228177
sports,Addition_152_NoSoft.lp,8128,2894,0.004815616,2,-1,1,feasible,no,yes,4849.99299
sports,Addition_152_Small.lp,992,810,0.024089008,2,-1,1,feasible,yes,yes,896.3927711
sports,Early_005_Medium.lp,3408,1681,0.008607839,2,-1,1,feasible,yes,yes,2393.501201
sports,Early_005_NoSoft.lp,11592,3656,0.003745604,2,-1,1,feasible,no,yes,6510.019355
sports,Early_005_Small.lp,992,827,0.022992891,2,-1,1,feasible,yes,yes,905.7505175
sports,Early_010_Medium.lp,3408,1711,0.008669394,2,-1,1,feasible,yes,yes,2414.764585
sports,Early_010_NoSoft.lp,15920,4532,0.003024431,2,-1,1,feasible,no,yes,8494.082646
sports,Early_010_Small.lp,992,852,0.023966379,2,-1,1,feasible,yes,yes,919.3388929
sports,ITC2021_Early_01.lp,8608,2364,0.008618277,2,-1,1,362,no,yes,4511.02117
sports,ITC2021_Early_02.lp,8608,3225,0.00778724,2,-1,1,144,no,yes,5268.851867
sports,ITC2021_Early_03.lp,8608,2443,0.008370779,2,-1,1,934,no,yes,4585.77627
sports,ITC2021_Early_04.lp,11592,2468,0.003379245,2,-1,1,430,no,yes,5348.743404
sports,ITC2021_Early_05.lp,11592,3656,0.003745604,2,-1,1,3127,no,yes,6510.019355
sports,ITC2021_Early_06.lp,12204,4247,0.006561093,2,-1,1,3287,no,yes,7199.332469
sports,ITC2021_Early_07.lp,11592,2893,0.003679994,2,-1,1,4744,no,yes,5790.997841
sports,ITC2021_Early_08.lp,12204,2822,0.007748386,2,-1,1,1051,no,yes,5868.533718
sports,ITC2021_Early_09.lp,12204,2848,0.007710592,2,-1,1,56,no,yes,5895.506085
sports,ITC2021_Early_10.lp,15920,4532,0.003024431,2,-1,1,3400,no,yes,8494.082646
sports,ITC2021_Early_11.lp,15920,4341,0.00303911,2,-1,1,4381,no,yes,8313.165462
sports,ITC2021_Early_12.lp,15920,4474,0.002961064,2,-1,1,315,no,yes,8439.554491
sports,ITC2021_Early_13.lp,15920,3480,0.002891072,2,-1,1,121,no,yes,7443.225107
sports,ITC2021_Early_14.lp,16680,3487,0.006847376,2,-1,1,4,no,yes,7626.477562
sports,ITC2021_Early_15.lp,16680,5043,0.005823586,2,-1,1,2955,no,yes,9171.545126
sports,ITC2021_Late_01.lp,8608,2839,0.008121618,2,-1,1,5177,no,yes,4943.491883
sports,ITC2021_Late_02.lp,8128,2818,0.004739638,2,-1,1,7381,no,yes,4785.885916
sports,ITC2021_Late_03.lp,8608,2732,0.008171006,2,-1,1,9315,no,yes,4849.43873
sports,ITC2021_Late_04.lp,11592,2402,0.003242065,2,-1,1,7,no,yes,5276.739903
sports,ITC2021_Late_05.lp,12204,4243,0.006569963,2,-1,1,279,no,yes,7195.941356
sports,ITC2021_Late_06.lp,11592,2462,0.003386569,2,-1,1,1090,no,yes,5342.237733
sports,ITC2021_Late_07.lp,11592,2845,0.003524551,2,-1,1,1780,no,yes,5742.755436
