class,file,num_vars,num_constraints,density,coeff_range,coeff_min,coeff_max,obj_value,optimal,feasible,file_available
birkhoff,bhD-5-067.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,yes,n/a,no
birkhoff,bhD-5-068.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-069.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-070.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,yes,n/a,no
birkhoff,bhD-5-071.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,yes,n/a,no
birkhoff,bhD-5-072.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,no,n/a,no
birkhoff,bhD-5-073.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-074.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-075.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,no,n/a,no
birkhoff,bhD-5-076.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,yes,n/a,no
birkhoff,bhD-5-077.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-078.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-079.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-080.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,yes,n/a,no
birkhoff,bhD-5-081.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-082.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-083.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-084.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,no,n/a,no
birkhoff,bhD-5-085.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,no,n/a,no
birkhoff,bhD-5-086.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-087.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-088.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,no,n/a,no
birkhoff,bhD-5-089.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,no,n/a,no
birkhoff,bhD-5-090.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-091.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-092.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-093.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-094.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-095.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-096.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,no,n/a,no
birkhoff,bhD-5-097.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-098.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-099.lp,n/a,n/a,n/a,n/a,n/a,n/a,15,no,n/a,no
birkhoff,bhD-5-100.lp,n/a,n/a,n/a,n/a,n/a,n/a,14,no,n/a,no
birkhoff,bhD-6-001.qs,20880,n/a,0.23415776,1.57E+11,-84900000000,72100000000,21,no,yes,yes
birkhoff,bhD-6-002.qs,20880,n/a,0.23415776,1.46E+11,-73500000000,72100000000,22,no,yes,yes
birkhoff,bhD-6-003.qs,20880,n/a,0.23415776,1.32E+11,-59800000000,72100000000,23,no,yes,yes
birkhoff,bhD-6-004.qs,20880,n/a,0.23415776,1.32E+11,-59800000000,72100000000,22,no,yes,yes
birkhoff,bhD-6-005.qs,20880,n/a,0.23415776,1.38E+11,-65400000000,72100000000,23,no,yes,yes
birkhoff,bhD-6-006.qs,20880,n/a,0.23415776,1.32E+11,-60100000000,72100000000,23,no,yes,yes
birkhoff,bhD-6-007.qs,20880,n/a,0.23415776,1.28E+11,-55400000000,72100000000,23,no,yes,yes
birkhoff,bhD-6-008.qs,20880,n/a,0.23415776,1.33E+11,-61300000000,72100000000,23,no,yes,yes
birkhoff,bhD-6-009.qs,20880,n/a,0.23415776,1.67E+11,-94600000000,72100000000,23,no,yes,yes
birkhoff,bhD-6-010.qs,20880,n/a,0.23415776,1.26E+11,-53800000000,72100000000,23,no,yes,yes
birkhoff,bhD-6-011.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-012.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-013.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-014.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-015.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-016.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-017.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-018.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-019.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-020.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-021.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-022.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-023.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-024.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-025.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-026.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-027.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-028.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-029.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-030.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-031.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-032.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-033.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-034.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-035.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-036.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-037.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-038.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-039.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-040.lp,n/a,n/a,n/a,n/a,n/a,n/a,21,no,n/a,no
birkhoff,bhD-6-041.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-042.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-043.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-044.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-045.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-046.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-047.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-048.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-049.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-050.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-051.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-052.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-053.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-054.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-055.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-056.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-057.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-058.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-059.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-060.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-061.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-062.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-063.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-064.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-065.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-066.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-067.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-068.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-069.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-070.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-071.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-072.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-073.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-074.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-075.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-076.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-077.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-078.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-079.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-080.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-081.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-082.lp,n/a,n/a,n/a,n/a,n/a,n/a,24,no,n/a,no
birkhoff,bhD-6-083.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-084.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-085.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-086.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-087.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-088.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-089.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-090.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-091.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-092.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-093.lp,n/a,n/a,n/a,n/a,n/a,n/a,21,no,n/a,no
birkhoff,bhD-6-094.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-095.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-096.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-097.lp,n/a,n/a,n/a,n/a,n/a,n/a,22,no,n/a,no
birkhoff,bhD-6-098.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-099.lp,n/a,n/a,n/a,n/a,n/a,n/a,23,no,n/a,no
birkhoff,bhD-6-100.lp,n/a,n/a,n/a,n/a,n/a,n/a,20,no,n/a,no
birkhoff,bhS-3-001.qs,126,n/a,0.36070491,20300000,-13346277,7000001,3,yes,yes,yes
birkhoff,bhS-3-002.qs,126,n/a,0.36070491,21900000,-14872935,7000001,3,yes,yes,yes
birkhoff,bhS-3-003.qs,126,n/a,0.36070491,18000000,-11018637,7000001,3,yes,yes,yes
birkhoff,bhS-3-004.qs,126,n/a,0.36070491,14200000,-7246491,7000001,3,yes,yes,yes
birkhoff,bhS-3-005.qs,126,n/a,0.36070491,19900000,-12921825,7000001,3,yes,yes,yes
birkhoff,bhS-3-006.qs,126,n/a,0.36070491,20600000,-13606425,7000001,3,yes,yes,yes
birkhoff,bhS-3-007.qs,126,n/a,0.36070491,24400000,-17412801,7000001,2,yes,yes,yes
birkhoff,bhS-3-008.qs,126,n/a,0.36070491,19100000,-12141381,7000001,3,yes,yes,yes
birkhoff,bhS-3-009.qs,126,n/a,0.36070491,25300000,-18275397,7000001,3,yes,yes,yes
birkhoff,bhS-3-010.qs,126,n/a,0.36070491,20400000,-13394199,7000001,3,yes,yes,yes
birkhoff,bhS-3-011.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-012.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-013.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-014.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-015.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-016.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-017.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-018.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-019.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-020.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-021.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-022.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-023.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-024.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-025.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-026.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-027.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-028.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-029.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-030.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-031.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-032.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-033.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-034.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-035.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-036.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-037.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-038.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-039.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-040.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-041.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-042.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-043.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-044.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-045.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-046.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-047.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-048.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-049.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-050.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-051.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-052.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-053.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-054.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-055.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-056.lp,n/a,n/a,n/a,n/a,n/a,n/a,1,yes,n/a,no
birkhoff,bhS-3-057.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-058.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-059.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-060.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-061.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-062.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-063.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-064.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-065.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-066.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-067.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-068.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-069.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-070.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-071.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-072.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-073.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-074.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-075.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-076.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-077.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-078.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-079.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-080.lp,n/a,n/a,n/a,n/a,n/a,n/a,1,yes,n/a,no
birkhoff,bhS-3-081.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-082.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-083.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-084.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-085.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-086.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-087.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-088.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-089.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-090.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-091.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-092.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-093.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-094.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-095.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-096.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-097.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-3-098.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-099.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-3-100.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-4-001.qs,696,n/a,0.26606639,8100000000,-5600000000,2500000001,4,yes,yes,yes
birkhoff,bhS-4-002.qs,696,n/a,0.26606639,8060000000,-5560000000,2500000001,4,yes,yes,yes
birkhoff,bhS-4-003.qs,696,n/a,0.26606639,6930000000,-4430000000,2500000001,4,yes,yes,yes
birkhoff,bhS-4-004.qs,696,n/a,0.26606639,7540000000,-5040000000,2500000001,4,yes,yes,yes
birkhoff,bhS-4-005.qs,696,n/a,0.26606639,7470000000,-4970000000,2500000001,3,yes,yes,yes
birkhoff,bhS-4-006.qs,696,n/a,0.26606639,6710000000,-4210000000,2500000001,4,yes,yes,yes
birkhoff,bhS-4-007.qs,696,n/a,0.26606639,7900000000,-5400000000,2500000001,4,yes,yes,yes
birkhoff,bhS-4-008.qs,696,n/a,0.26606639,7250000000,-4750000000,2500000001,4,yes,yes,yes
birkhoff,bhS-4-009.qs,696,n/a,0.26606639,7270000000,-4770000000,2500000001,3,yes,yes,yes
birkhoff,bhS-4-010.qs,696,n/a,0.26606639,8030000000,-5530000000,2500000001,4,yes,yes,yes
birkhoff,bhS-4-011.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-012.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-013.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-014.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-015.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-4-016.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-017.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-018.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-019.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-020.lp,n/a,n/a,n/a,n/a,n/a,n/a,2,yes,n/a,no
birkhoff,bhS-4-021.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-022.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-4-023.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-024.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-025.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
birkhoff,bhS-4-026.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-027.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-028.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-029.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-030.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-031.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-032.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-033.lp,n/a,n/a,n/a,n/a,n/a,n/a,4,yes,n/a,no
birkhoff,bhS-4-034.lp,n/a,n/a,n/a,n/a,n/a,n/a,3,yes,n/a,no
